-0.27335	0.015841
-0.39971	-0.1656
-0.50867	-0.20635
-0.48762	-0.16674
-0.16376	-0.044445
-0.52243	-0.58063
-0.62854	-0.26408
-0.46284	-0.26905
-0.28155	-0.15502
-0.49733	-0.2094
-0.81403	-0.13783
-0.454	-0.13108
-0.47162	-0.18499
-0.24909	-0.35965
-0.57355	-0.14364
-0.50972	-0.20928
-0.34533	-0.20697
-0.69568	0.12239
-0.4809	-0.41097
-0.64483	-0.28797
-0.49868	-0.11236
-0.51086	-0.12513
-0.6956	0.016927
-0.64428	-0.30998
-0.25348	-0.43171
-0.52409	-0.1088
-0.29847	-0.46842
-0.54101	-0.18883
-0.22577	-0.45689
-0.20241	-0.24734
-0.37495	-0.35003
-0.63562	-0.31068
-0.29751	0.080358
-0.1356	-0.34785
-0.5126	-0.24712
-0.52021	-0.20156
-0.43281	-0.1926
-0.80314	0.030774
-0.55423	0.0094218
-0.52947	-0.14183
-0.4777	-0.41703
-0.77267	-0.28891
-0.50194	-0.16388
-0.43562	-0.52881
-0.8028	-0.028126
-0.66182	-0.10583
-0.56744	0.1617
-0.49361	0.18024
-0.54727	-0.15349
-0.73813	-0.33091
-0.68301	-0.29555
-0.48926	-0.19281
-0.72686	-0.15307
-0.83012	-0.11804
-0.56613	-0.43978
-0.20339	-0.16671
-0.55342	-0.31473
-0.19329	-0.40979
-0.62842	0.13436
-0.21368	0.020208
-0.47352	-0.27665
-0.34969	-0.19517
-0.60001	-0.12894
-0.74354	-0.4745
-0.61441	-0.16188
-0.25344	-0.03712
-0.70458	-0.3141
-0.4167	-0.14613
-0.58396	-0.31601
-0.54541	-0.2227
-0.84774	-0.31476
-0.39878	-0.40101
-0.56862	-0.56781
-0.50694	-0.19263
-0.72724	-0.35219
-0.7123	-0.36036
-0.43182	-0.056716
-0.25786	-0.12868
-0.69326	-0.06683
-0.55896	0.12546
-0.42859	-0.20742
-0.52972	-0.41207
-0.49272	-0.20496
-0.20955	-0.33324
-0.85094	-0.38881
-0.23319	-0.20306
-0.654	-0.43268
-0.50809	-0.19892
-0.23251	-0.24346
-0.30106	-0.11125
-0.36152	-0.47088
-0.25151	-0.38308
-0.24854	-0.18289
-0.18146	-0.31552
-0.37517	-0.43075
-0.62569	-0.23674
-0.74004	-0.41912
-0.52755	-0.21439
-0.60023	0.055041
-0.3356	-0.22115
-0.55283	-0.06358
-0.48054	-0.21224
-0.10403	-0.19413
-0.26746	-0.44008
-0.18038	-0.42611
-0.69908	-0.21581
-0.50345	-0.2113
-0.50936	-0.10359
-0.66499	-0.054721
-0.66579	-0.24192
-0.45154	-0.2769
-0.23151	0.086589
-0.52933	-0.17005
-0.59039	-0.12055
-0.53062	-0.48156
-0.74324	-0.28975
-0.62542	-0.12784
-0.48989	-0.2014
-0.24142	-0.022211
-0.60207	-0.39631
-0.3925	-0.51179
-0.38209	-0.45158
-0.39807	-0.08931
-0.61643	-0.32664
-0.46665	0.0080754
-0.64796	-0.41916
-0.57712	-0.14021
-0.52276	0.013833
-0.66752	-0.23521
-0.44053	-0.47022
-0.3389	-0.20853
-0.83701	-0.033137
-0.48161	-0.21137
-0.52345	-0.26697
-0.35158	-0.33656
-0.27077	-0.16788
-0.30301	-0.34162
-0.69948	-0.32535
-0.63302	-0.24433
-0.36462	-0.5654
-0.60221	-0.26923
-0.50274	-0.15347
-0.35777	-0.32978
-0.66892	0.15341
-0.55745	0.033023
-0.71609	-0.13304
-0.76908	0.023078
-0.42171	-0.20333
-0.70495	-0.41919
-0.74547	-0.31989
-0.43449	-0.11639
-0.50153	-0.20076
-0.55669	-0.20781
-0.59928	0.0067038
-0.5053	0.12329
-0.47324	-0.22105
-0.27141	-0.52692
-0.72475	-0.062317
-0.22773	-0.36289
-0.59202	-0.26293
-0.52612	-0.24394
-0.73925	-0.088742
-0.3245	-0.37376
-0.49022	-0.24284
-0.82821	-0.27796
-0.33109	-0.44304
-0.60364	0.087671
-0.4645	-0.17089
-0.61971	-0.12141
-0.13192	-0.2237
-0.69507	-0.35648
-0.42329	-0.29354
-0.12901	-0.23447
-0.63651	-0.15448
-0.28465	0.099206
-0.5777	-0.53444
-0.49745	-0.19617
-0.63797	-0.0077313
-0.6108	-0.43733
-0.58332	-0.40778
-0.19123	-0.29591
-0.27094	-0.29417
-0.71964	-0.45474
-0.5054	0.10325
-0.68989	-0.099464
-0.4003	-0.19292
-0.36822	-0.028998
-0.50467	0.12874
-0.51432	-0.21131
-0.32202	-0.16901
-0.49212	-0.50308
-0.60796	-0.35714
-0.54051	-0.10313
-0.41979	-0.23521
-0.37528	-0.29215
-0.63688	-0.16177
-0.4942	-0.25042
-0.49889	-0.053424
-0.66863	-0.15961
-0.73787	-0.26568
-0.55829	-0.294
-0.4616	-0.19858
-0.87328	-0.30832
-0.22843	-0.11313
-0.28218	-0.24135
-0.7662	-0.090511
-0.72705	-0.28032
-0.40501	0.15228
-0.21396	-0.30946
-0.71015	-0.023823
-0.64043	-0.53855
-0.47191	-0.12874
-0.85163	-0.2109
-0.6319	-0.33976
-0.33612	-0.27157
-0.41532	0.016027
-0.51786	-0.43678
-0.26302	-0.4195
-0.48018	-0.089608
-0.504	0.058314
-0.53804	-0.041699
-0.38393	0.11634
-0.30147	-0.3626
-0.62049	-0.13902
-0.49614	0.080389
-0.44894	-0.35923
-0.33634	-0.2674
-0.49443	-0.19927
-0.2822	-0.29227
-0.40242	0.01116
-0.5313	-0.13427
-0.49925	-0.17096
-0.4686	0.092481
-0.78276	-0.45694
-0.75321	-0.13253
-0.17744	-0.39996
-0.31806	-0.042055
-0.45434	0.12981
-0.49045	-0.22285
-0.75423	0.022183
-0.44752	-0.28418
-0.37809	-0.54911
-0.7897	0.010933
-0.45382	-0.22563
-0.71335	-0.25406
-0.13916	-0.11975
-0.40281	-0.23724
-0.50027	-0.20149
-0.34962	-0.38405
-0.2507	0.046392
-0.5002	-0.20039
-0.50146	-0.20646
-0.39718	0.13001
-0.21838	-0.071563
-0.43551	0.050243
-0.5078	-0.18632
-0.62204	-0.10624
-0.53998	-0.071275
-0.86991	-0.18772
-0.5988	-0.12414
-0.52113	-0.24391
-0.44388	-0.32697
-0.65009	0.11675
-0.34719	-0.44273
-0.40911	-0.23581
-0.18156	-0.24513
-0.85693	-0.096996
-0.30076	-0.24913
-0.58917	-0.057257
-0.43019	-0.28914
-0.49104	-0.11939
-0.46129	0.14532
-0.51342	-0.27144
-0.10886	-0.13041
-0.59899	0.14871
-0.72431	-0.30928
-0.54093	-0.26032
-0.35049	-0.2734
-0.51266	-0.16203
-0.58993	-0.56324
-0.55283	-0.054274
-0.53516	-0.47221
-0.54485	-0.23251
-0.40878	-0.16131
-0.49823	-0.2195
-0.56399	-0.1339
-0.4607	-0.043991
-0.48209	-0.19318
-0.52309	-0.32617
-0.23578	-0.48728
-0.52481	-0.52616
-0.59212	-0.39786
-0.66436	-0.45549
-0.64639	-0.46614
-0.30412	-0.15307
-0.5672	-0.53567
-0.77198	0.048813
-0.60528	0.0065788
-0.47971	-0.13704
-0.56929	-0.10522
-0.38032	-0.26542
-0.43222	-0.14029
-0.41342	-0.094019
-0.70866	-0.1385
-0.81432	-0.26601
-0.2843	-0.45478
-0.41131	-0.32062
-0.52081	-0.085128
-0.18861	-0.048502
-0.33409	-0.11172
-0.66502	-0.1694
-0.50142	-0.44773
-0.25164	-0.16981
-0.26809	0.072143
-0.57882	-0.0055021
-0.78844	-0.18211
-0.3698	-0.043415
-0.47637	0.044099
-0.36892	-0.031158
-0.53311	-0.19487
-0.59018	-0.11439
-0.46727	-0.26893
-0.68796	-0.22565
-0.60118	-0.030841
-0.30887	-0.20348
-0.30574	-0.22545
-0.56284	-0.23183
-0.87189	-0.33039
-0.60618	-0.24427
-0.29162	-0.45131
-0.29312	-0.46162
-0.29817	-0.19509
-0.78276	-0.2332
-0.6539	-0.0022746
-0.32905	-0.080579
-0.4981	0.095911
-0.20267	-0.24331
-0.40974	-0.14803
-0.50813	-0.20076
-0.47145	-0.08785
-0.30003	0.090763
-0.83256	-0.36568
-0.63693	-0.37614
-0.49562	0.023494
-0.59933	-0.12888
-0.48137	-0.48486
-0.61101	-0.4265
-0.61805	-5.176e-05
-0.52837	-0.27472
-0.8893	-0.28607
-0.50096	-0.21037
-0.4721	-0.21187
-0.1608	-0.22445
-0.37356	-0.09669
-0.36046	0.0039782
-0.51722	0.13637
-0.65486	-0.38512
-0.52431	-0.25436
-0.19242	0.019058
-0.43109	-0.30905
-0.60334	-0.1879
-0.77366	-0.26599
-0.31136	0.0047178
-0.46654	-0.57002
-0.79823	0.01673
-0.50693	-0.19172
-0.25308	-0.31736
-0.22669	-0.23539
-0.29642	-0.47101
-0.15724	-0.00099726
-0.50219	-0.20916
-0.11946	-0.167
-0.39134	0.017307
-0.75346	-0.38308
-0.51804	-0.23049
-0.33562	-0.041861
-0.55383	0.086756
-0.53255	-0.15009
-0.50655	-0.16081
-0.49016	-0.10706
-0.67344	0.037379
-0.43117	-0.27547
-0.49462	-0.20201
-0.31477	-0.23002
-0.67031	0.047994
-0.79932	-0.30871
-0.38748	-0.12558
-0.52359	0.13131
-0.3205	-0.19823
-0.51889	-0.016893
-0.40513	-0.33163
-0.68033	-0.058706
-0.25845	-0.41585
-0.4893	-0.28142
-0.19407	-0.07562
-0.85436	-0.18768
-0.65704	-0.39976
-0.50469	0.1438
-0.57709	-0.53756
-0.55551	-0.40265
-0.50808	-0.074728
-0.23688	-0.044597
-0.39097	-0.11224
-0.59912	-0.28367
-0.54647	-0.39482
-0.54373	-0.41514
-0.38088	-0.53754
-0.2528	-0.048746
-0.26685	-0.21848
-0.51649	-0.13952
-0.48434	-0.18131
-0.19822	-0.33647
-0.62773	-0.51309
-0.61575	-0.56748
-0.46929	-0.1193
-0.30886	-0.50887
-0.40891	-0.20382
-0.5111	-0.19462
-0.77805	-0.19019
-0.49707	-0.20071
-0.47543	0.10329
-0.2586	-0.080351
-0.70929	0.096096
-0.75003	-0.22602
-0.56166	-0.25973
-0.67381	-0.28581
-0.53263	-0.22266
-0.2706	-0.3324
-0.32127	-0.2823
-0.58251	-0.16065
-0.29566	-0.48205
-0.28606	0.10941
-0.77535	-0.35935
-0.78277	-0.062135
-0.81979	-0.14265
-0.59178	-0.098008
-0.37274	-0.075571
-0.34139	-0.16601
-0.22807	-0.17427
-0.67638	-0.18455
-0.81619	-0.39881
-0.43818	-0.089761
-0.27104	-0.37322
-0.50072	-0.13809
-0.36605	-0.55506
-0.26194	-0.30593
-0.66999	0.067162
-0.6099	-0.36366
-0.71252	-0.43681
-0.57527	-0.25732
-0.87232	-0.30564
-0.48517	-0.23882
-0.49833	-0.249
-0.48746	-0.17364
-0.62867	-0.25878
-0.61358	-0.57059
-0.22032	-0.0091895
-0.51787	-0.0027001
-0.4878	-0.24164
-0.41367	-0.17331
-0.46998	-0.27
-0.2279	-0.20906
-0.19052	-0.27313
-0.45611	-0.085355
-0.24091	-0.13656
-0.47499	0.022206
-0.47208	-0.57094
-0.49225	-0.1909
-0.50471	-0.20905
-0.51063	-0.33168
-0.26603	-0.27285
-0.5173	0.083949
-0.53018	-0.3561
-0.48177	0.0069504
-0.50035	-0.20477
-0.17273	-0.090757
-0.25258	0.092927
-0.51903	-0.18942
-0.85012	-0.28128
-0.51302	0.15306
-0.85696	-0.13992
-0.48937	-0.24911
-0.44979	-0.02226
-0.75563	-0.46929
-0.62267	-0.31664
-0.58258	-0.29771
-0.42827	-0.45707
-0.4217	0.09606
-0.27922	-0.13846
-0.47892	-0.12078
-0.52793	-0.48275
-0.6024	-0.19665
-0.40642	-0.12198
-0.45556	-0.55434
-0.51113	-0.34975
-0.39439	-0.56253
-0.72341	-0.25989
-0.47862	-0.10389
-0.43937	-0.095695
-0.70066	-0.19549
-0.50057	-0.19974
-0.5213	-0.19255
-0.3987	-0.23323
-0.61433	-0.23098
-0.28792	-0.042583
-0.58923	-0.32411
-0.48452	-0.54671
-0.42129	-0.2814
-0.69997	-0.52271
-0.30515	-0.088536
-0.2053	-0.1144
-0.43547	-0.0016702
-0.34939	-0.43778
-0.25167	-0.1706
-0.67533	-0.22584
-0.33308	-0.35456
-0.58992	-0.14136
-0.1623	-0.16646
-0.57516	-0.4754
-0.42066	0.014953
-0.40844	-0.54829
-0.88124	-0.1345
-0.60088	-0.39127
-0.39427	-0.26018
-0.38728	-0.17977
-0.64126	-0.22131
-0.45411	-0.15096
-0.33208	-0.3366
-0.15635	-0.21424
-0.42545	-0.1446
-0.49248	-0.32562
-0.57769	-0.123
-0.64706	-0.31432
-0.49276	-0.069529
-0.23188	-0.18486
-0.45166	-0.17201
-0.30603	-0.50675
-0.563	-0.46401
-0.29093	0.072618
-0.61105	-0.55246
-0.50749	-0.2165
-0.20521	-0.11553
-0.50181	-0.31472
-0.50146	-0.20199
-0.85636	-0.11792
-0.11944	-0.17645
-0.38667	0.0029358
-0.5745	-0.0082133
-0.73568	-0.31847
-0.60671	-0.099448
-0.25099	-0.45781
-0.40937	-0.016361
-0.7062	-0.32964
-0.3793	-0.32971
-0.48113	0.15375
-0.362	-0.42766
-0.42461	-0.29473
-0.37489	-0.41286
-0.36525	-0.25004
-0.57095	-0.08601
-0.55771	-0.20491
-0.37807	-0.06799
-0.506	-0.20853
-0.81935	-0.033183
-0.23597	0.015846
-0.34263	-0.19839
-0.5667	-0.25419
-0.36589	-0.39523
-0.24655	-0.2553
-0.80098	-0.16605
-0.49488	-0.11585
-0.55752	-0.047546
-0.52451	-0.1364
-0.53816	-0.23138
-0.53181	-0.35817
-0.41099	-0.25823
-0.4842	-0.25969
-0.68602	-0.093515
-0.43209	-0.047598
-0.74458	0.084167
-0.27365	-0.038526
-0.31132	-0.43664
-0.49363	-0.039549
-0.44682	-0.29718
-0.46151	-0.18269
-0.52983	-0.21094
-0.51477	-0.17981
-0.56105	-0.38939
-0.54846	-0.51685
-0.62745	-0.34162
-0.72953	-0.2581
-0.14216	-0.07899
-0.61049	-0.40847
-0.46322	-0.32818
-0.74945	-0.43058
-0.28321	-0.047026
-0.45414	-0.20419
-0.30949	-0.29843
-0.4279	-0.16385
-0.47149	0.01006
-0.79931	-0.11254
-0.48577	-0.24344
-0.51316	-0.19881
-0.52144	-0.12287
-0.47727	-0.14704
-0.57224	-0.18162
-0.48847	-0.18721
-0.42505	-0.28489
-0.51589	-0.20843
-0.47711	0.074871
-0.36258	0.11812
-0.89248	-0.26326
-0.67642	-0.057149
-0.7299	-0.27804
-0.49953	-0.34371
-0.35095	-0.086253
-0.5006	-0.15021
-0.50738	-0.20361
-0.81453	-0.40424
-0.70405	-0.3286
-0.57533	-0.45627
-0.54416	-0.24731
-0.41783	-0.17981
-0.61333	-0.23939
-0.52842	-0.24298
-0.33362	-0.33676
-0.81313	-0.23314
-0.35909	-0.044845
-0.21685	-0.14306
-0.6353	-0.18831
-0.61938	-0.15855
-0.38707	-0.069988
-0.50398	-0.21398
-0.45129	0.10485
-0.49377	-0.22082
-0.49468	-0.19955
-0.6169	0.1529
-0.47006	0.028683
-0.80541	-0.0601
-0.80071	-0.10486
-0.84866	-0.019201
-0.49081	-0.21584
-0.13324	-0.2406
-0.64611	-0.15572
-0.78225	-0.070542
-0.47157	-0.22689
-0.64523	-0.41293
-0.44691	-0.10353
-0.51955	-0.22347
-0.50722	-0.21092
-0.50277	0.025037
-0.79515	-0.18742
-0.44734	-0.10417
-0.51411	-0.16366
